,Lable1,Lable2,MFCC,chromogram,melspectrogram,tonnetz
24,Kitchen ka Bulb jalao,Bulb,-12.53379250306939,0.40167860842519326,1.3734055053641792,"[ 0.          0.          0.         ... -0.00397579 -0.00391358
 -0.00389784]"
25,Washroom ka Bulb on karo,Bulb,-9.967518399507616,0.4176038217497568,4.55342483082149,"[-3.7329046e-06 -4.1597709e-06 -3.9094812e-06 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]"
26,Bethaq ki Light on karo,Bulb,-16.488489033361066,0.38300131528881587,4.724624654037381,[0. 0. 0. ... 0. 0. 0.]
27,Bedroom ki Light jalao,Bulb,-15.190117245374367,0.4384285371912172,3.1122936916323574,"[ 0.0000000e+00 -6.7803199e-26 -2.9462846e-24 ... -1.8711844e-04
 -1.6430870e-04 -1.8316942e-04]"
28,Bedroom ka Bulb off karo,Bulb,-15.253246642828309,0.3774648735413337,0.6427694626477709,"[ 0.          0.          0.         ... -0.00035478 -0.00033243
 -0.00035033]"
29,Garage ki Light off karo,Bulb,-12.411297630999945,0.5854277436360064,0.13425739965599925,"[ 1.2200081e-05 -2.3879429e-06 -8.5904639e-07 ... -6.1466236e-04
  1.9736345e-04 -1.6098318e-04]"
30,Kitchen ka Bulb band karo,Bulb,-27.488036010732163,0.44315430193201755,0.007005123215257816,[0. 0. 0. ... 0. 0. 0.]
31,Garage ka Bulb jalao,Bulb,-16.30702999102228,0.4312025415128491,1.0765466594200177,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 2.2493782e-04 2.4401593e-04
 1.6985148e-05]"
32,Washroom ka Bulb jalao,Bulb,-5.179273713432393,0.5018368721995627,0.8335502083868418,"[ 0.0002073   0.00018162  0.00017232 ... -0.00820822 -0.00873888
 -0.00850902]"
33,Garage ka Bulb jalao,Bulb,-17.403393695681917,0.4600752233577667,3.380951076057258,"[-6.5074892e-05 -2.9663908e-05 -5.3634899e-06 ...  1.3665547e-06
 -2.5504016e-06 -1.6714856e-05]"
34,Washroom ka Bulb jalao,Bulb,-7.430949197903953,0.5278101854466579,3.1613626583506376,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 5.36758762e-06
 2.81741313e-06 1.25226115e-05]"
35,Garage ka Bulb band karo,Bulb,-11.284578993304628,0.45369706152947303,1.057757687494816,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.1089178e-05
 -1.0667481e-05  7.0046708e-06]"
36,Bethaq ka Bulb band karo,Bulb,-14.019810892500026,0.34164500673859965,0.8123934703785318,"[ 0.          0.          0.         ... -0.0009218  -0.00087835
 -0.00079994]"
37,Kitchen ki Light band karo,Bulb,-19.301398561372093,0.31563408754525285,0.9535995680301027,[0.         0.         0.         ... 0.00028869 0.00029916 0.00029251]
38,Bedroom ka Bulb jalao,Bulb,-30.431071757122524,0.5572538532143652,0.004489539786368225,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 1.16970504e-07
 5.61475645e-07 4.49956730e-07]"
39,Garage ka Bulb band karo,Bulb,-13.744681915127998,0.33394190283377306,0.1944892017662083,"[ 0.0000000e+00 -8.5428798e-21  2.2796346e-20 ...  7.7869692e-05
  1.9458427e-04  2.3778704e-04]"
40,Garage ka Bulb off karo,Bulb,-15.692042921049028,0.4694527527017547,0.7095802294988234,[0. 0. 0. ... 0. 0. 0.]
41,Bedroom ka Bulb jalao,Bulb,-13.971217854517532,0.5472634185523707,0.14812185582898338,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  8.4573884e-07
 -1.2293680e-06  3.7612651e-07]"
42,Bedroom ka Bulb off karo,Bulb,-22.71022200135944,0.41108363496852557,0.40499177383938234,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 6.4787987e-06 7.0322744e-06
 6.4506285e-06]"
43,Bethaq ka Bulb on karo,Bulb,-19.199039847860348,0.36147177148224824,0.31827215726576896,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 7.6944685e-05 5.8525035e-05
 6.0702343e-05]"
44,Bathroom ka Bulb off karo,Bulb,-14.764737585407088,0.38745109624325796,0.06867889366450863,"[-9.6433670e-09 -2.1940536e-08  4.0900094e-08 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]"
45,Bethaq ki Light jalao,Bulb,-14.764737585407088,0.38745109624325796,0.06867889366450863,"[-9.6433670e-09 -2.1940536e-08  4.0900094e-08 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]"
46,Kitchen ka Bulb band karo,Bulb,-17.390142016305813,0.41644519543047676,0.20101918526478033,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -3.8534225e-05
 -1.8474800e-04 -3.0615373e-04]"
47,Bedroom ki Light band karo,Bulb,-15.567805175307505,0.40012531596809403,0.5508166753823946,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.3188787e-05 1.3028925e-05
 1.2958342e-05]"
48,Bathroom ki Light jalao,Bulb,-9.228139332206135,0.44888751878234584,3.848689048938875,"[ 0.0000000e+00  2.3471491e-24  0.0000000e+00 ... -6.7044137e-05
 -6.4163745e-05 -6.3019485e-05]"
49,Kitchen ki Light jalao,Bulb,-17.129176898029208,0.3329586648895878,0.2778835303606513,"[ 0.          0.          0.         ... -0.00131897 -0.0014623
 -0.00120081]"
50,Washroom ki Light off karo,Bulb,-12.637468830425325,0.5464567788098188,0.5345381252335988,"[2.4232715e-05 1.5684416e-05 6.0353277e-06 ... 2.5011602e-04 2.4820404e-04
 2.5212610e-04]"
51,Bethaq ka Bulb on karo,Bulb,-9.281900676591361,0.4635491183245351,0.30052517501009823,"[-8.1527229e-05 -3.7547194e-05 -7.2333583e-05 ...  6.5983477e-06
  2.5480897e-05  5.2998712e-05]"
52,Lounge ki Light band karo,Bulb,-14.230665299825409,0.4581455374894,1.006196572588718,[0.         0.         0.         ... 0.00387354 0.0038911  0.00384207]
53,Kitchen ki Light band karo,Bulb,-14.245235781926134,0.34565395613635436,0.90917591657142,[0. 0. 0. ... 0. 0. 0.]
54,Bathroom ka Bulb band karo,Bulb,-14.84277912290857,0.5560933797720179,0.15290608762653404,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.2379811e-06 9.7187433e-07
 2.1789294e-06]"
55,Bedroom ki Light on karo,Bulb,-20.808983251943317,0.4014260578079623,0.2721102599631289,"[-6.0332336e-06 -3.3835020e-06 -5.0663989e-06 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]"
56,Lounge ka Bulb jalao,Bulb,-13.37618702547825,0.5236616971331739,0.5531015863902286,"[-5.5570188e-09 -5.6120899e-09 -6.0505005e-09 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]"
57,Garage ka Bulb off karo,Bulb,-4.07492515060712,0.4295131005599273,3.0964752037300625,"[ 3.0463439e-04  3.3431439e-04  3.6922828e-04 ... -7.9679894e-06
  8.3759141e-06  4.0920672e-06]"
58,Bethaq ka Bulb off karo,Bulb,-12.778245920166258,0.4461379913713054,1.2289646996323071,"[-1.1751859e-05 -1.0894766e-05 -1.1928225e-05 ... -1.8756914e-06
 -1.1224694e-05 -2.9401724e-06]"
59,Bathroom ki Light band karo,Bulb,-13.513990603724908,0.43701902059509823,2.25331622511433,"[ 7.6239139e-08 -3.4449625e-09 -7.3364412e-09 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]"
60,Washroom ki Light band karo,Bulb,-6.85101494907312,0.5937624143133844,3.2339429655154173,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -3.1403462e-05
 -3.2042459e-05 -3.4673529e-05]"
61,Bathroom ka Bulb band karo,Bulb,-16.011428161763224,0.47872171383245854,0.7696974768108003,"[ 0.000000e+00  0.000000e+00  0.000000e+00 ... -3.912574e-05 -3.735853e-05
 -5.131606e-05]"
62,Bedroom ka Bulb jalao,Bulb,-16.60302082365237,0.4163319505595765,0.4580712726604063,[0. 0. 0. ... 0. 0. 0.]
63,Garage ka Bulb jalao,Bulb,-10.643882782596126,0.5142737706495953,0.1597570504056164,"[ 5.5046730e-06 -9.0563262e-06  1.0156171e-05 ...  2.6276885e-03
  2.6652485e-03  2.5274979e-03]"
64,Bathroom ka Bulb band karo,Bulb,-16.621900626563146,0.45905264670807816,1.4449624180163103,"[-8.0317877e-06 -5.4815332e-06 -4.9701357e-06 ... -1.7734517e-05
 -1.6323447e-05 -1.6392010e-05]"
65,Bathroom ki Light on karo,Bulb,-11.545352818902593,0.5897869175256362,0.12066568378544659,"[ 3.5583940e-05  6.2185398e-05  5.4873661e-05 ...  3.6671893e-06
  2.4942955e-07 -2.2232630e-06]"
66,Garage ka Bulb jalao,Bulb,-27.470378981983846,0.5051943311400557,0.006341392019487901,[0. 0. 0. ... 0. 0. 0.]
67,Bedroom ki Light off karo,Bulb,-17.10716998472294,0.43782285932060105,1.1164510035098634,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -7.6930279e-05
 -7.7507291e-05 -5.7739973e-05]"
68,Garage ka Bulb off karo,Bulb,-20.727191324589143,0.40262754635174053,0.40474478426634525,"[ 0.          0.          0.         ... -0.00012336 -0.00011895
 -0.00013726]"
69,Lounge ka Bulb off karo,Bulb,-12.028421940004757,0.46493099053848763,2.732617295891516,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -4.9494605e-07
 -1.0957206e-06 -9.7450209e-07]"
70,Bathroom ki Light on karo,Bulb,-16.724164574266275,0.44091406016792445,1.2417384326521366,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -2.0416419e-06
 -1.8178785e-06 -1.6510094e-06]"
71,Lounge ka Bulb jalao,Bulb,-9.34560115297692,0.5836897270509267,2.6328458245705564,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  4.4067997e-07
 -7.1985193e-07 -3.3867116e-07]"
72,Bedroom ka Bulb jalao,Bulb,-13.801613424527405,0.5053156293460093,0.6393052711412742,"[ 0.          0.          0.         ... -0.00048335 -0.00060789
 -0.00059677]"
73,Lounge ka Bulb on karo,Bulb,-11.111211471801697,0.4293052410215329,1.336139892067015,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  2.1448363e-06
 -2.0053405e-06 -7.4873565e-06]"
74,Bethaq ki Light off karo,Bulb,-13.652791343004322,0.4643835427258696,0.20133917459807252,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -4.7452255e-07
  2.4265253e-06 -6.5161057e-06]"
75,Washroom ka Bulb band karo,Bulb,-25.743312921287394,0.519947095767336,0.0596804401047887,"[ 3.9905338e-08  3.8414584e-08  3.7787686e-08 ...  8.2798088e-09
 -2.1012955e-08  8.7194065e-09]"
76,Washroom ki Light band karo,Bulb,-15.60608767958996,0.5354781049835972,0.184675073594445,"[ 3.5589390e-05 -2.9701267e-05  1.6207005e-06 ...  1.2586432e-04
  3.4937277e-04  2.2593731e-05]"
77,Washroom ka Bulb off karo,Bulb,-14.4257451106876,0.4566624494528015,0.6320714964244826,"[-3.50762071e-04 -3.48193425e-04 -3.41628707e-04 ... -6.40072176e-05
 -1.04667546e-04 -1.04185303e-04]"
78,Garage ki Light jalao,Bulb,-14.254043739911701,0.3804184199432798,0.630643036045515,[0. 0. 0. ... 0. 0. 0.]
79,Bathroom ka Bulb jalao,Bulb,-19.946099060684535,0.6134097680027264,0.05977992815423813,"[-1.2187683e-05 -7.0137612e-06  2.8940553e-06 ...  7.4281866e-07
  4.5180821e-07  2.5959915e-07]"
80,Garage ki Light band karo,Bulb,-28.15565318168895,0.5004912572919895,0.008194807579422397,[0. 0. 0. ... 0. 0. 0.]
81,Washroom ka Bulb jalao,Bulb,-14.658786878943571,0.41474376606518115,0.7434528642631355,[0. 0. 0. ... 0. 0. 0.]
82,Washroom ki Light off karo,Bulb,-7.523125906341937,0.5626770691109859,1.9750450109503304,"[ 0.          0.          0.         ... -0.00016714 -0.00022594
 -0.00022377]"
83,Lounge ka Bulb off karo,Bulb,-24.647763098310843,0.385276373094753,0.33244191079356006,"[ 1.7714277e-09  6.9253631e-10 -1.2360186e-09 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]"
84,Washroom ki Light band karo,Bulb,-20.411005943270467,0.42441482627698524,0.761274449922387,"[-2.0079986e-07  8.1823981e-07 -2.3324432e-07 ... -5.7963700e-07
 -5.3772902e-07 -5.2507511e-07]"
85,Bethaq ka Bulb off karo,Bulb,-13.328857492221998,0.43952174335261424,2.991803154673478,"[ 7.6239139e-08 -3.4449625e-09 -7.3364412e-09 ... -5.0666940e-04
 -5.0877954e-04 -5.0915481e-04]"
86,Kitchen ki Light off karo,Bulb,-7.9197357353658,0.5733533432938535,2.0136766251194382,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 5.0509061e-06 1.7137271e-06
 5.5740298e-08]"
87,Bedroom ki Light on karo,Bulb,-25.474707765443796,0.34031552867393344,0.6971396003134182,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -1.4287606e-06
 -1.1976216e-06 -6.6014195e-07]"
88,Washroom ka Bulb off karo,Bulb,-9.511840692510441,0.3801092201640314,1.6283280311811035,"[8.018474e-06 7.943720e-06 7.709922e-06 ... 0.000000e+00 0.000000e+00
 0.000000e+00]"
89,Bethaq ka Bulb jalao,Bulb,-14.252100716931858,0.4126504435498865,0.8268151703198859,"[1.0695392e-05 5.4651546e-06 7.4498621e-06 ... 2.2259785e-05 1.7250217e-05
 1.9267127e-05]"
90,Lounge ka Bulb on karo,Bulb,-17.086805061571475,0.5819369247471986,0.1194158893817198,"[-2.3604096e-05 -2.0485882e-05 -9.4095876e-06 ...  6.7502003e-07
  7.8951393e-07  7.7864905e-07]"
91,Garage ka Bulb band karo,Bulb,-6.800030968097962,0.4928352622614977,5.045861336020887,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  7.9190380e-07
 -2.8257500e-07 -3.7395116e-06]"
92,Bethaq ka Bulb jalao,Bulb,-25.00419128740198,0.436128750268511,0.3127203929690148,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.5012893e-06 1.8982174e-06
 3.3945228e-06]"
93,Bathroom ka Bulb on karo,Bulb,-14.970372999676329,0.36226397247669967,2.981362370458193,[0. 0. 0. ... 0. 0. 0.]
94,Garage ka Bulb jalao,Bulb,-9.121611460570694,0.5059976908763436,0.0923373505674393,"[-2.1125798e-06  6.5666279e-07 -9.6042402e-07 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]"
95,Lounge ki Light off karo,Bulb,-16.50734295411233,0.3891707305106654,0.45498411069777595,"[ 9.11685056e-05 -6.81376378e-07 -1.01026715e-04 ... -2.73529091e-04
 -3.42061277e-04 -3.78491270e-04]"
96,Lounge ka Bulb band karo,Bulb,-12.91908238538352,0.41391379502238124,3.0822449869296427,"[ 1.1451490e-06  1.9427869e-05  2.5987531e-05 ...  3.5731318e-05
  5.6321996e-06 -3.3209588e-05]"
97,Kitchen ka Bulb band karo,Bulb,-17.112563538628773,0.3581159020729002,0.16846141716190696,[0.         0.         0.         ... 0.00466896 0.00408066 0.00386662]
98,Bathroom ka Bulb off karo,Bulb,-21.0991164084235,0.35199726743412363,0.4086706049707437,"[2.2776303e-06 1.7190438e-06 1.1759641e-06 ... 0.0000000e+00 0.0000000e+00
 0.0000000e+00]"
99,Bethaq ki Light off karo,Bulb,-17.390023303231533,0.43555784549226606,0.5400110905019767,"[ 0.          0.          0.         ... -0.00126361 -0.00101031
 -0.00070754]"
100,Bathroom ka Bulb jalao,Bulb,-5.396838642744342,0.4782646178885282,3.850056210349844,"[ 6.4994390e-05  1.7018331e-04  3.1071988e-05 ... -4.6727955e-03
 -4.5748414e-03 -4.8820092e-03]"
101,Bedroom ki Light band karo,Bulb,-16.122443682415845,0.41502290408404424,1.85198760573596,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -4.1961062e-08
 -4.3277787e-08 -3.5512880e-08]"
102,Lounge ki Light jalao,Bulb,-17.59323387608792,0.36131884863771985,0.5829029727046712,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 3.9728970e-05 4.9523729e-05
 2.0100442e-05]"
103,Kitchen ki Light on karo,Bulb,-14.074474602616883,0.4669649952229925,1.536714156803929,"[-4.7329475e-05 -4.8898917e-05 -6.3541374e-05 ...  8.4310312e-05
  8.4313702e-05  3.0642900e-06]"
104,Bedroom ka Bulb on karo,Bulb,-14.636273349659408,0.33368098783996136,0.31469997643519637,[0.         0.         0.         ... 0.00020712 0.00032846 0.00053783]
105,Washroom ki Light off karo,Bulb,-16.10665385818225,0.4047859617269676,0.3286148160397929,[0.00013012 0.00014423 0.00012122 ... 0.00039214 0.00041197 0.00048003]
106,Bedroom ka Bulb off karo,Bulb,-18.23603681993602,0.5731299460731425,0.07743968803943252,"[ 1.8737910e-04  8.7227818e-05 -2.0772599e-05 ...  1.5637907e-04
  1.9524033e-04  1.7720598e-04]"
107,Garage ki Light jalao,Bulb,-14.324380354704722,0.3437681146587114,4.2122389930439885,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 9.0221465e-06 8.6543705e-06
 8.7258913e-06]"
108,Bathroom ka Bulb jalao,Bulb,-14.904445270748957,0.6214346463598441,0.07597280578944332,"[-1.5210826e-08 -7.1255224e-09  3.0247659e-08 ...  4.3461050e-06
  2.7999783e-06  2.6594773e-06]"
109,Washroom ka Bulb jalao,Bulb,-12.278094610579279,0.5533105446126004,0.08959984887944698,"[-2.1374161e-08  4.3090989e-09  1.8763741e-08 ... -2.9835240e-07
  9.0008655e-08 -5.4879954e-09]"
110,Bethaq ka Bulb on karo,Bulb,-12.666082415304265,0.41660245614182234,1.044921719954107,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 9.0708745e-05 4.7649114e-04
 5.0837628e-04]"
111,Garage ki Light jalao,Bulb,-20.213329707522476,0.3335564315041189,0.3161426636759192,"[-2.1185759e-05 -2.2390850e-05 -4.5880606e-05 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]"
112,Kitchen ki Light jalao,Bulb,-13.686206700239381,0.5073435265620995,0.5509006129068733,"[ 0.          0.          0.         ... -0.00017808 -0.00031947
  0.00011608]"
113,Bedroom ka Bulb on karo,Bulb,-16.488375859970127,0.42885777829896643,1.9748009510464046,"[0.000000e+00 0.000000e+00 0.000000e+00 ... 6.905173e-05 6.758053e-05
 6.542524e-05]"
114,Kitchen ka Bulb on karo,Bulb,-9.57617083119252,0.44849690505957235,1.523902063243363,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 2.4856490e-06 2.8828949e-06
 2.4068925e-06]"
115,Bathroom ki Light band karo,Bulb,-8.694525707175256,0.5601572901475653,0.10914053939707455,"[-1.0572724e-05 -9.8925548e-06 -1.6530012e-05 ...  4.4517349e-03
  4.4189431e-03  3.7367248e-03]"
116,Lounge ka Bulb on karo,Bulb,-8.841225350024919,0.5656551431827977,1.946967866573918,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  9.1945749e-06
 -5.5118271e-06 -2.4364817e-05]"
117,Kitchen ka Bulb off karo,Bulb,-4.728977971488333,0.5598655246478895,4.132190876356501,"[ 0.          0.          0.         ... -0.0004942  -0.00052413
 -0.00055887]"
118,Kitchen ki Light off karo,Bulb,-3.9331165913790787,0.3869371414568947,3.310035422969455,"[ 0.0005962   0.00056869  0.00054778 ... -0.00104641 -0.00054597
 -0.00078391]"
119,Lounge ka Bulb band karo,Bulb,-16.79963475142026,0.5757547266374826,0.01579538258308719,"[ 7.6617290e-09 -9.9277919e-09 -1.4038479e-08 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]"
120,Bedroom ki Light on karo,Bulb,-14.640349755121091,0.36700233283241823,0.5673100465941241,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -2.2976115e-05
 -2.1266120e-05 -2.0089887e-05]"
121,Lounge ki Light on karo,Bulb,-14.991384358198609,0.41084727535306204,1.253677904898225,[0.         0.         0.         ... 0.00614938 0.00653849 0.00682999]
122,Washroom ki Light on karo,Bulb,-20.927870890617147,0.37849072987910354,0.6621176941601801,"[-1.0476168e-06 -2.2073018e-06  1.9660453e-07 ...  1.6770758e-06
  1.5511467e-06  1.5207343e-06]"
123,Bathroom ki Light off karo,Bulb,-9.08590996705927,0.36841655335301765,1.8623772855515834,"[4.8652942e-07 8.3858333e-07 1.4273871e-06 ... 0.0000000e+00 0.0000000e+00
 0.0000000e+00]"
124,Kitchen ka Bulb jalao,Bulb,-13.21046545284106,0.4231747017538212,2.255097969589921,"[-3.3582364e-05 -1.4545934e-05 -2.1002411e-06 ...  4.2855668e-06
  3.0549058e-06  5.7229054e-06]"
125,Kitchen ki Light off karo,Bulb,-19.732036936784237,0.5343887932248309,0.0919063139173985,"[-1.3520563e-05 -2.1915830e-06  1.3348515e-06 ...  9.1907041e-06
  1.3594639e-05  3.6917950e-06]"
126,Bethaq ki Light band karo,Bulb,-11.912352351570888,0.47689299628525916,1.0362342962094677,"[ 6.1891683e-06  5.2544979e-06  4.3437080e-06 ... -1.0028421e-05
 -9.3123253e-06 -8.3907280e-06]"
127,Lounge ka Bulb jalao,Bulb,-7.509757501825497,0.36317754537068725,5.7534712535558,"[-2.3272987e-06 -2.7722469e-06 -2.0164571e-06 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]"
128,Garage ka Bulb off karo,Bulb,-13.413269084889842,0.3174262319070159,1.4800750123569562,"[ 0.          0.          0.         ... -0.00104649 -0.00100828
 -0.00104837]"
129,Bethaq ki Light jalao,Bulb,-13.413269084889842,0.3174262319070159,1.4800750123569562,"[ 0.          0.          0.         ... -0.00104649 -0.00100828
 -0.00104837]"
130,Washroom ki Light off karo,Bulb,-26.148185874064264,0.33586086760248424,0.512785947617137,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -7.1303102e-06
 -6.0541834e-06 -5.3671815e-06]"
131,Washroom ka Bulb jalao,Bulb,-17.765380732415206,0.4320721515665709,4.141035875414686,"[-7.0953909e-05 -4.8140966e-05 -5.8891885e-05 ... -2.1505743e-04
 -1.0492329e-04 -6.0806674e-06]"
132,Kitchen ka Bulb off karo,Bulb,-7.379229275144788,0.4606349044121472,0.3465470061605303,"[-5.7836238e-05 -1.1087892e-04 -1.5532361e-04 ...  2.4581750e-04
  5.4524779e-05  1.9254455e-04]"
133,Lounge ki Light on karo,Bulb,-8.836274939471028,0.5711739717242716,0.10660310562824891,"[ 1.4058549e-05 -7.6272318e-06  2.8215038e-06 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]"
134,Lounge ki Light off karo,Bulb,-8.453527165360748,0.5580257203207455,0.08266743300105757,"[-2.2331282e-07 -4.6280621e-07  4.1706889e-07 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]"
135,Bedroom ka Bulb jalao,Bulb,-16.86093218177557,0.42961073251379456,2.6722622346094864,"[ 0.          0.          0.         ... -0.00012969 -0.00017242
 -0.00020841]"
